ACIW,ACI Worldwide Inc,20110831,UPDATE 1-S1 tells shareholders to sit tight on ACI offer , Aug 31 Payment processing technology provider S1 Corp has advised shareholders to take no action  a day after larger rival ACI Worldwide went hostile with a more than $500 million bid.,topStory
IBM,International Business Machines Corporation,20110831,IBM buys British security analytics firm i2 ,IBM  has agreed to buy British security analytics software firm i2 for an undisclosed sum  it said Wednesday  as it continues to devour companies that can help its clients deal with growing mountains of data.,normal
IBM,International Business Machines Corporation,20110831,UPDATE 2-IBM buys British security analytics firm i2 , * Expected to close in Q4   (Adds details  background),normal
IBM,International Business Machines Corporation,20110831,UPDATE 1-IBM buys business analytics firm i2 , Aug 31 IBM said it is buying privately-held business analytics firm i2 to boost its security offerings  as it aims to pre-empt problems its clients face while processing huge amounts of data.,normal
JPM,J P Morgan Chase & Co,20110831,Analysis: Big-name stocks cheaper than during 2008-09 crisis ,NEW YORK One out of every 10 companies in the S&P 500 index -- including stalwarts like Apple and JPMorgan Chase -- is now cheaper than during the 2008-2009 market meltdown.,topStory
JPM,J P Morgan Chase & Co,20110831,MOVES-RBS  Jefferies  Standard Chartered  JP Morgan , Aug 31 The following financial service industry appointments were announced on Wednesday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
JPM,J P Morgan Chase & Co,20110831,UPDATE 2-Cooper Standard looking for a buyer -- sources , * Initial bids in  private equity looking--sources  (Adds background about industry  TI Automotive),normal
JPM,J P Morgan Chase & Co,20110831,Cooper Standard looking for a buyer -- sources , NEW YORK  Aug 31 U.S. auto parts supplier Cooper Standard Holdings Inc  is looking for a buyer more than a year after emerging from bankruptcy and has hired bankers to advise on the process  people familiar with the matter said.,normal
JPM,J P Morgan Chase & Co,20110831,Target in JPMorgan CDO fraud seeks to end SEC case , * Defendant said to hide hedge fund's role in Squared CDO,normal
JPM,J P Morgan Chase & Co,20110831,Finland picks banks to lead new benchmark bond ,HELSINKI Finland state treasury said on Wednesday it has picked five banks to lead a new five-year euro benchmark bond  which is expected to raise around 3-5 billion euros ($4.3-$7.2 billion).,normal
JPM,J P Morgan Chase & Co,20110831,Finland picks banks to lead new benchmark bond , HELSINKI  Aug 31  Finland state treasury said on Wednesday it has picked five banks to lead a new five-year euro benchmark bond  which is expected to raise around 3-5 billion euros ($4 3-$7 2 billion).,normal
JPM,J P Morgan Chase & Co,20110831,Exclusive: Bank of America kept AIG legal threat under wraps ,NEW YORK Top Bank of America Corp lawyers knew as early as January that American International Group Inc was prepared to sue the bank for more than $10 billion  seven months before the lawsuit was filed  according to sources familiar with the matter.,normal
JCP,JC Penney Company Inc Holding Company,20110831,Americans not scrimping on clothes this fall: study ,BANGALORE Shoppers may not be feeling too good about the economy  but that is not stopping them from adding clothes and shoes to their wardrobes  a recent study shows.,topStory
JCP,JC Penney Company Inc Holding Company,20110831,Americans not scrimping on clothes this fall - study , BANGALORE  Aug 31 Shoppers may not be feeling too good about the economy  but that is not stopping them from adding clothes and shoes to their wardrobes  a recent study shows.,normal
JNJ,Johnson & Johnson,20110831,FDA eyes registry for breast implants problems ,GAITHERSBURG  Maryland U.S. health regulators said they would consider setting up a registry that tracks safety problems with breast implants  after too many patients dropped out of company-funded studies.,topStory
JNJ,Johnson & Johnson,20110831,US FDA eyes registry for breast implants problems , * Advisory panel urges registry to counter study dropouts,normal
JNJ,Johnson & Johnson,20110831,Reheated bid talks boosts Smith & Nephew's shares ,LONDON Britain's Smith & Nephew  resumed its familiar role as a potential takeover candidate on Wednesday but analysts said market conditions and regulatory hurdles made an imminent move on the artificial hip and knee maker unlikely.,normal
JNJ,Johnson & Johnson,20110831,Reheated bid talks boosts Smith & Nephew's shares , LONDON  Aug 31 Britain's Smith & Nephew  resumed its familiar role as a potential takeover candidate on Wednesday but analysts said market conditions and regulatory hurdles made an imminent move on the artificial hip and knee maker unlikely.,normal
JNJ,Johnson & Johnson,20110831,RPT-Consumer groups: Stop sale of J&J silicone breast implants , GAITHERSBURG  Md.  Aug 30 Consumer advocates asked U.S. health regulators to take silicone breast implants made by Johnson & Johnson  off the market because the company has not been able to provide enough long-term safety data.,normal
JNJ,Johnson & Johnson,20110831,Consumer groups: Stop sale of J&J breast implants ,GAITHERSBURG  Maryland Consumer advocates asked health regulators to take silicone breast implants made by Johnson & Johnson off the market because the company has not been able to provide enough long-term safety data.,normal
KKR,KKR & Co LP,20110831,Bain to buy Australia's MYOB for $1.3 billion: source ,HONG KONG Bain Capital has agreed to buy Australian software maker MYOB for about A$1.2 billion ($1.3 billion) after Sage Group plc's  bid ran into last-minute trouble  two sources with direct knowledge of the matter told Reuters on Saturday.,topStory
KKR,KKR & Co LP,20110831,CORRECTED-(Aug 21)-UPDATE 1-Bain snaps up Australian tech firm MYOB for $1.3 bln , (Corrects para 16 to remove Bank of America Merrill Lynch and add Nomura as financing providers for Bain's MYOB bid),normal
LVS,Las Vegas Sands Corp,20110831,UPDATE 3-Galaxy's underlying profit beats f'cast on Macau might , * One-off expenses for new casino opening dent net profit,topStory
LVS,Las Vegas Sands Corp,20110831,CORRECTED-UPDATE 2-Galaxy's underlying profit beats expectations  shares up , * One-off expenses for new casino opening dent net profit,normal
LAZ,Lazard Ltd,20110831,UPDATE 2-Cooper Standard looking for a buyer -- sources , * Initial bids in  private equity looking--sources  (Adds background about industry  TI Automotive),topStory
LAZ,Lazard Ltd,20110831,Cooper Standard looking for a buyer -- sources , NEW YORK  Aug 31 U.S. auto parts supplier Cooper Standard Holdings Inc  is looking for a buyer more than a year after emerging from bankruptcy and has hired bankers to advise on the process  people familiar with the matter said.,normal
LPL,LG Display Co Ltd,20110831,Weak electronics short-circuit Asian growth ,SINGAPORE Japan and South Korea reported surprisingly weak July factory output on Wednesday as global electronics demand faded  exposing Asia's vulnerability to a worsening U.S. and European economic slowdown.,topStory
LPL,LG Display Co Ltd,20110831,WRAPUP 1-Weak electronics short-circuit Asian growth , * Slowdown in United States and Europe taking its toll on tech sector,normal
LPL,LG Display Co Ltd,20110831,Samsung says not planning sharp cut in LCD output ,SEOUL Samsung Electronics Co denied a media report that it was planning to cut flat-screen production for televisions by four-fifths by the end of this year due to tumbling demand  and reiterated that it would keep production flexible.,normal
LPL,LG Display Co Ltd,20110831,Samsung says not planning sharp cut in LCD output , SEOUL  Aug 31 Samsung Electronics Co  denied a media report that it was planning to cut flat-screen production for televisions by four-fifths by the end of this year due to tumbling demand  and reiterated that it would keep production flexible.,normal
LYG,Lloyds Banking Group Plc,20110831,UK banking reform to stall until 2015 -- FT , LONDON  Sept 1 Britain's biggest banks are set to escape any major immediate restructuring following the Independent Commission on Banking's (ICB) final report on Sept. 12  the Financial Times reported on Thursday.,topStory
LYG,Lloyds Banking Group Plc,20110831,ADR Report-Rally helps European bank shares cut some losses , NEW YORK  Aug 31 Shares of European banks traded in the United States rose on Wednesday as hopes of new stimulus measures from the U.S. Federal Reverse helped world equities rally into the end of August.,normal
LYG,Lloyds Banking Group Plc,20110831,MOVES-RBS  Jefferies  Standard Chartered  JP Morgan , Aug 31 The following financial service industry appointments were announced on Wednesday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
LYG,Lloyds Banking Group Plc,20110831,RLPC-Market turmoil stalls Lloyds Bank's loans sale , * Lloyds sold billions of non-core loan exposure in last year,normal
LYG,Lloyds Banking Group Plc,20110831,UPDATE 3-UK's Cable attacks banks for trying to slow reform , * Barclays expects "pragmatic" proposals from ICB report,normal
LYG,Lloyds Banking Group Plc,20110831,UPDATE 2-UK's Cable attacks banks for trying to slow reform , * Barclays expects "pragmatic" proposals from ICB report   (Adds comments from Barclays and sector analyst),normal
LYG,Lloyds Banking Group Plc,20110831,Banks must not jeopardise UK economy - Cameron , LONDON  Aug 31 Banks must not take risks that could jeopardise the British economy and need to do more to support business  Prime Minister David Cameron said on Wednesday.,normal
LYG,Lloyds Banking Group Plc,20110831,UPDATE 1-UK's Cable attacks banks for trying to slow reform , * Business Sec Cable attacks banks for dragging their feet,normal
LMT,Lockheed Martin Corporation,20110831,Global partners monitor U.S. F-35 program: Lockheed ,ATLANTA Lockheed Martin Corp's F-35 fighter jet has firm support from its international partners  but they are keeping a close eye on changes the government might make to the program  a company executive said on Wednesday.,topStory
LMT,Lockheed Martin Corporation,20110831,Global partners monitor US F-35 program - Lockheed , ATLANTA  Aug 31 Lockheed Martin Corp's  F-35 fighter jet has firm support from its international partners  but they are keeping a close eye on changes the U.S. government might make to the program  a company executive said on Wednesday.,normal
LMT,Lockheed Martin Corporation,20110831,U.S. and Iraq talking but no F-16 deal yet ,BAGHDAD Washington and Baghdad have made significant progress on a deal for Iraq to buy Lockheed Martin F-16 warplanes but do not have a signed contract  a U.S. military official said on Wednesday.,normal
LMT,Lockheed Martin Corporation,20110831,U.S.  Iraq talking but no F-16 deal yet , * Deal delayed months ago when Iraq diverted funds to food,normal
MRO,Marathon Oil Corporation,20110831,Chevron won't spin off refining: CEO ,HOUSTON Chevron Corp  is not interested in spinning off its refineries into a separate company as Marathon Oil Corp  has done and ConocoPhillips  plans to do  CEO John Watson told reporters in Houston on Wednesday.,topStory
MRO,Marathon Oil Corporation,20110831,UPDATE 1-Chevron won't spin off refining -CEO , HOUSTON  Aug 31 Chevron Corp  is not interested in spinning off its refineries into a separate company as Marathon Oil Corp  has done and ConocoPhillips  plans to do  CEO John Watson told reporters in Houston on Wednesday.,normal
